amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,BalanceDiff
255661.72,1148679.19,1404340.91,1991419.36,1735757.64,0,255661.7200000002
124210.26,13648.0,0.0,637289.41,761499.67,0,-124210.26000000001
406390.63,0.0,0.0,596285.7,1002676.33,0,-406390.63
12747.45,3027551.36,3040298.81,193795.69,181048.24,0,12747.450000000012
17210.24,468747.37,451537.13,0.0,0.0,0,0.0
287548.26,6300194.15,6587742.41,1211290.25,923741.99,0,287548.26
326712.9,10763635.06,11090347.96,2415359.64,2088646.74,0,326712.90000000014
241.89,103317.6,103075.72,0.0,0.0,0,0.0
5883.37,0.0,0.0,0.0,0.0,0,0.0
13055.28,0.0,0.0,0.0,0.0,0,0.0
616.88,107243.5,106626.62,0.0,0.0,0,0.0
107759.5,0.0,0.0,1507711.83,1615471.33,0,-107759.5
18868.29,21137221.01,21156089.3,34831.61,15963.32,0,18868.29
4986.63,0.0,0.0,0.0,0.0,0,0.0
17692.64,10268.0,0.0,0.0,0.0,0,0.0
7457.89,0.0,0.0,0.0,0.0,0,0.0
2262.52,49271.0,47008.48,124780.0,127042.52,0,-2262.520000000004
67418.91,52181.0,119599.91,1659195.46,1591776.55,0,67418.90999999992
9414.76,5839.9,0.0,0.0,0.0,0,0.0
17485.51,9339.0,0.0,0.0,0.0,0,0.0
43115.41,8316334.88,8359450.29,2694031.18,2650915.76,0,43115.42000000039
1408.77,99765.0,98356.23,0.0,0.0,0,0.0
251225.77,41290.0,0.0,5124625.51,5375851.29,0,-251225.78000000026
329093.01,163894.0,0.0,163766.23,492859.24,0,-329093.01
111900.86,38599.0,0.0,0.0,111900.86,0,-111900.86
11348.41,9611.61,0.0,0.0,0.0,0,0.0
2249.75,49824.0,47574.25,0.0,0.0,0,0.0
339983.69,150825.86,0.0,1797411.66,2137395.36,0,-339983.69999999995
22006.91,187492.15,165485.24,0.0,0.0,0,0.0
16964.15,21330.0,4365.85,0.0,0.0,0,0.0
125132.6,292194.0,167061.4,0.0,125132.6,0,-125132.6
20450.59,0.0,0.0,739119.08,759569.67,0,-20450.590000000084
124651.74,20960.0,145611.74,467335.09,342683.35,0,124651.74000000005
7443.29,311.0,0.0,0.0,0.0,0,0.0
18520.37,37618.39,19098.02,0.0,0.0,0,0.0
240938.14,0.0,0.0,677911.3,918849.44,0,-240938.1399999999
5000.93,0.0,0.0,0.0,0.0,0,0.0
1375.93,39672.19,38296.26,0.0,0.0,0,0.0
9387.6,101296.39,91908.79,0.0,0.0,0,0.0
304736.65,50526.0,0.0,46995.26,351731.91,0,-304736.64999999997
154063.93,7054719.28,7208783.21,388415.07,234351.14,0,154063.93
413032.46,3756.0,416788.46,114764.69,0.0,0,114764.69
290132.99,0.0,0.0,1772735.07,2062868.06,0,-290132.99
1086782.27,0.0,0.0,4334991.17,5421773.44,0,-1086782.2700000005
258677.34,0.0,0.0,268608.27,527285.61,0,-258677.33999999997
680.96,244624.0,243943.04,0.0,0.0,0,0.0
142803.7,3979275.72,4122079.42,314787.24,171983.54,0,142803.69999999998
404013.26,0.0,0.0,2168976.25,2572989.5,0,-404013.25
4192.45,141582.75,137390.3,0.0,0.0,0,0.0
6865.83,16065.0,9199.17,0.0,0.0,0,0.0
199096.88,0.0,0.0,403366.37,602463.25,0,-199096.88
40105.0,44462.0,84567.0,888624.22,848519.22,0,40105.0
29753.14,99613.0,69859.86,0.0,0.0,0,0.0
37005.75,0.0,0.0,145970.25,182976.01,0,-37005.76000000001
658510.65,0.0,0.0,4160208.26,4818718.91,0,-658510.6500000004
14962.54,99053.0,84090.46,0.0,0.0,0,0.0
115930.12,2700081.42,2816011.53,2082239.58,1966309.46,0,115930.12000000011
205453.92,0.0,0.0,1924157.61,2129611.54,0,-205453.92999999993
8548.76,21358.0,12809.24,0.0,0.0,0,0.0
1958230.6,69563.0,0.0,5345774.9,7304005.5,0,-1958230.5999999996
168377.94,0.0,0.0,1238581.58,1406959.51,0,-168377.92999999993
142011.88,253857.0,395868.88,520248.21,378236.33,0,142011.88
7803.55,0.0,0.0,0.0,0.0,0,0.0
261090.52,1906884.05,2167974.57,4584136.21,4323045.69,0,261090.51999999955
185642.4,43444.0,0.0,0.0,185642.4,0,-185642.4
22673.48,21910.0,0.0,0.0,0.0,0,0.0
318180.66,400960.77,82780.11,438344.43,762954.86,0,-324610.43
1416.71,188315.86,186899.15,0.0,0.0,0,0.0
8941.05,160.0,0.0,0.0,0.0,0,0.0
103884.78,9974.0,0.0,604986.43,708871.21,0,-103884.77999999991
1412.48,10052.0,8639.52,0.0,0.0,0,0.0
93940.35,29505.0,123445.35,0.0,0.0,0,0.0
15039.71,0.0,0.0,0.0,0.0,0,0.0
10424.44,20809.0,10384.56,0.0,0.0,0,0.0
33530.31,4343409.73,4376940.04,80997.34,47467.03,0,33530.31
7328.72,0.0,0.0,0.0,0.0,0,0.0
18593.97,5004065.66,5022659.62,61037.91,42443.94,0,18593.97
111540.89,533807.17,645348.07,1998273.93,1886733.04,0,111540.8899999999
16769.79,15952.0,0.0,0.0,0.0,0,0.0
7858.1,20773.0,12914.9,0.0,0.0,0,0.0
292037.17,0.0,0.0,953736.46,1245773.64,0,-292037.17999999993
63982.69,0.0,0.0,95692.27,159674.96,0,-63982.68999999999
153216.34,7920054.5,8073270.84,474744.05,113510.5,0,361233.55
3170.83,49631.0,46460.17,0.0,0.0,0,0.0
107313.94,0.0,0.0,1813650.37,2791624.38,0,-977974.0099999998
134328.08,0.0,0.0,1137825.22,1272153.31,0,-134328.09000000008
10446.68,0.0,0.0,0.0,0.0,0,0.0
214059.76,61891.0,0.0,0.0,214059.76,0,-214059.76
313733.83,10603.0,324336.83,0.0,0.0,0,0.0
22200.81,1608898.38,1631099.19,235527.08,213326.27,0,22200.809999999998
178217.38,0.0,0.0,4501961.18,4251161.93,0,250799.25
220486.58,0.0,0.0,2269179.58,2489666.16,0,-220486.58000000007
875213.55,0.0,0.0,4309830.28,5185043.84,0,-875213.5599999996
14459.22,39948.0,25488.78,0.0,0.0,0,0.0
121422.39,0.0,0.0,1626826.73,1748249.12,0,-121422.39000000013
39590.21,0.0,0.0,318883.91,358474.12,0,-39590.21000000002
273339.15,339571.0,66231.85,696280.86,969620.01,0,-273339.15
77253.21,1091.15,0.0,471444.0,336403.65,0,135040.34999999998
74190.1,249729.76,175539.66,318930.32,21980.31,0,296950.01
231641.71,0.0,0.0,1833515.56,2065157.27,0,-231641.70999999996
35269.59,1377518.85,1412788.44,610488.88,575219.29,0,35269.58999999997
95024.86,0.0,0.0,186797.47,281822.33,0,-95024.86000000002
386023.54,0.0,0.0,389015.34,775038.88,0,-386023.54
116135.75,204673.0,320808.75,0.0,0.0,0,0.0
212884.77,0.0,0.0,2277569.78,2490454.55,0,-212884.77000000002
305973.1,392034.0,698007.1,0.0,0.0,0,0.0
162920.46,8643332.42,8806252.88,7520724.02,7357803.55,0,162920.46999999974
255955.77,2002.0,0.0,0.0,255955.77,0,-255955.77
4987.09,299610.0,294622.91,0.0,0.0,0,0.0
107141.17,12453.0,0.0,259702.29,515055.45,0,-255353.16
45301.79,0.0,0.0,1278399.51,1323701.3,0,-45301.79000000004
115712.36,0.0,0.0,1098693.52,1214405.88,0,-115712.35999999987
5220.64,2062.0,0.0,0.0,0.0,0,0.0
91206.28,109671.0,200877.28,41086.89,0.0,0,41086.89
20936.47,7182.0,0.0,0.0,0.0,0,0.0
173655.13,159039.0,0.0,163853.98,337509.11,0,-173655.12999999998
218540.35,0.0,0.0,8530150.36,8748690.71,0,-218540.3500000015
440759.52,0.0,0.0,933334.67,1374094.19,0,-440759.5199999999
268912.48,0.0,0.0,1111399.5,1380311.99,0,-268912.49
245.4,0.0,0.0,0.0,0.0,0,0.0
35206.18,0.0,0.0,142763.66,177969.84,0,-35206.17999999999
13382.29,0.0,0.0,0.0,0.0,0,0.0
4859.63,4106822.89,4111682.52,251879.35,247019.72,0,4859.630000000005
518339.83,0.0,0.0,7554201.05,8072540.88,0,-518339.8300000001
451310.12,54987.0,0.0,974842.68,1797288.53,0,-822445.85
161121.07,1888481.45,2049602.52,412090.16,250969.1,0,161121.05999999997
49364.07,41623.0,0.0,158009.13,207373.19,0,-49364.06
92119.49,3297740.33,3389859.82,1950696.11,1858576.62,0,92119.48999999999
282508.76,23379.0,305887.76,66891.81,0.0,0,66891.81
813462.62,153223.0,0.0,67479.59,880942.21,0,-813462.62
53797.94,113452.0,59654.06,309554.38,363352.32,0,-53797.94
82797.84,31931.0,0.0,0.0,0.0,0,0.0
529508.88,8049.0,0.0,0.0,529508.88,0,-529508.88
13763.87,0.0,0.0,0.0,0.0,0,0.0
13176.51,0.0,0.0,0.0,0.0,0,0.0
58760.91,480859.24,422098.33,0.0,0.0,0,0.0
1096.42,11227.0,10130.58,1013259.91,1014356.33,0,-1096.4199999999255
42843.05,0.0,0.0,3758226.36,3801069.41,0,-42843.05000000028
74833.8,1392489.11,1467322.91,158074.64,83240.85,0,74833.79000000001
206764.77,1767.0,208531.77,774962.57,568197.8,0,206764.7699999999
164032.21,227653.0,63620.79,0.0,164032.21,0,-164032.21
9296.83,0.0,0.0,0.0,0.0,0,0.0
235731.9,14954.0,0.0,2981264.46,3216996.36,0,-235731.8999999999
142259.85,22861.0,0.0,211427.16,353687.02,0,-142259.86000000002
8164.01,0.0,0.0,0.0,0.0,0,0.0
95263.11,7356221.51,7451484.62,143134.82,47871.71,0,95263.11000000002
249585.52,12086210.8,12335796.32,468270.14,218684.62,0,249585.52000000002
396792.55,793.0,397585.55,0.0,0.0,0,0.0
15068.73,0.0,0.0,0.0,0.0,0,0.0
440773.08,0.0,0.0,1138196.74,1578969.82,0,-440773.0800000001
14298.25,0.0,0.0,0.0,0.0,0,0.0
78108.5,16856365.12,16934473.62,238095.59,159987.08,0,78108.51000000001
12596.61,0.0,0.0,0.0,0.0,0,0.0
31141.94,1362949.88,1394091.82,1669373.11,1638231.17,0,31141.940000000177
1251.94,0.0,0.0,0.0,0.0,0,0.0
1068.21,4006.95,2938.74,0.0,0.0,0,0.0
455834.18,563701.88,1019536.06,2838201.48,2382367.3,0,455834.18000000017
14511.02,0.0,0.0,0.0,0.0,0,0.0
28591.42,0.0,0.0,1211089.44,1239680.86,0,-28591.42000000016
193890.52,26921.0,220811.52,232872.2,38981.68,0,193890.52000000002
129041.74,265.0,0.0,0.0,129041.74,0,-129041.74
215925.55,0.0,0.0,411942.41,627867.96,0,-215925.55
136964.13,0.0,0.0,3926844.12,4063808.26,0,-136964.13999999966
3551.26,843.47,0.0,0.0,0.0,0,0.0
1331086.47,15432.0,0.0,59949.22,1313362.94,0,-1253413.72
244211.66,0.0,0.0,880497.39,1124709.04,0,-244211.65000000002
2901.96,56324.0,53422.04,0.0,0.0,0,0.0
386669.45,0.0,0.0,699568.7,1488239.23,0,-788670.53
24104.54,0.0,0.0,0.0,0.0,0,0.0
265293.29,351.0,265644.29,2215022.18,1949728.89,0,265293.29000000027
619.31,965806.14,965186.83,0.0,619.31,0,-619.31
875582.25,94595.97,0.0,9622156.32,10497738.57,0,-875582.25
54330.72,0.0,0.0,176658.69,230989.41,0,-54330.72
13344.1,7292.0,0.0,0.0,0.0,0,0.0
8579.34,20366.0,11786.66,0.0,0.0,0,0.0
163051.33,15392.0,0.0,2463135.58,2626186.91,0,-163051.33000000007
110568.66,2056769.3,2167337.96,175630.33,65061.66,0,110568.66999999998
22434.71,10420.14,0.0,0.0,0.0,0,0.0
313664.24,0.0,0.0,9150645.97,9464310.21,0,-313664.2400000002
125991.42,7310.0,0.0,822675.7,950520.3,0,-127844.6000000001
93496.01,0.0,0.0,2087164.19,2180660.2,0,-93496.01000000024
113147.72,3985489.64,4098637.36,213116.03,99968.31,0,113147.72
437371.03,0.0,0.0,564026.21,1001397.24,0,-437371.03
7848.71,196040.06,188191.35,0.0,0.0,0,0.0
296870.15,13201.0,310071.15,118599.44,0.0,0,118599.44
46773.06,7600788.34,7647561.4,3521517.05,3474744.0,0,46773.049999999814
106799.55,876341.87,983141.42,980615.68,873816.13,0,106799.55000000005
327534.3,0.0,0.0,1067390.45,1394924.75,0,-327534.30000000005
153990.5,201778.0,47787.5,0.0,153990.5,0,-153990.5
935639.61,89771.37,0.0,2037867.29,2973506.9,0,-935639.6099999999
423808.74,0.0,0.0,755968.04,1179776.78,0,-423808.74
12209.45,16901.0,4691.55,0.0,0.0,0,0.0
220141.98,10089.0,230230.98,1352478.87,1132336.88,0,220141.99000000022
320395.22,1158528.94,1478924.15,405213.09,13592.78,0,391620.31
5222.23,30296.0,25073.77,0.0,0.0,0,0.0
29279.51,0.0,0.0,0.0,0.0,0,0.0
206.84,25968.18,25761.34,0.0,0.0,0,0.0
71997.46,0.0,0.0,594918.75,666916.22,0,-71997.46999999997
135411.69,0.0,0.0,1182915.15,1318326.84,0,-135411.69000000018
68324.55,0.0,0.0,324774.11,393098.67,0,-68324.56
29158.25,480.0,29638.25,72959.23,43800.99,0,29158.239999999998
297656.83,1018457.76,1316114.59,841526.89,543870.06,0,297656.82999999996
156765.52,0.0,0.0,383977.55,540743.07,0,-156765.51999999996
93483.23,93483.23,0.0,86882.3,180365.53,1,-93483.23
218440.55,52085.0,0.0,0.0,218440.55,0,-218440.55
14872.25,276972.22,262099.98,0.0,0.0,0,0.0
25540.34,50002.0,24461.66,0.0,0.0,0,0.0
336.46,50076.0,49739.54,0.0,0.0,0,0.0
46031.43,0.0,0.0,255950.5,301981.94,0,-46031.44
144153.46,27764.0,0.0,0.0,144153.46,0,-144153.46
378955.73,0.0,0.0,834854.48,1213810.2,0,-378955.72
17147.59,12154.0,0.0,0.0,0.0,0,0.0
48213.75,5866.0,0.0,0.0,0.0,0,0.0
210391.93,11016371.05,11226762.98,336890.42,126498.49,0,210391.93
5718.88,6731.0,1012.12,0.0,0.0,0,0.0
141273.15,24639886.52,24781159.68,484939.6,219172.46,0,265767.14
4962.99,14752.0,9789.01,0.0,0.0,0,0.0
242090.12,17528542.66,17770632.78,319311.17,77221.05,0,242090.12
1854.44,0.0,0.0,0.0,0.0,0,0.0
78860.27,22076.0,100936.27,611984.08,533123.81,0,78860.2699999999
5392.12,10831.0,5438.88,0.0,0.0,0,0.0
17076.51,0.0,0.0,0.0,0.0,0,0.0
90723.94,0.0,0.0,443762.91,534486.84,0,-90723.93
111054.72,0.0,0.0,469056.05,580110.77,0,-111054.72000000003
25884.0,0.0,0.0,914340.08,940224.07,0,-25883.98999999999
35472.9,62054.0,26581.1,20758.0,0.0,0,20758.0
34917.61,0.0,0.0,0.0,0.0,0,0.0
38264.08,0.0,0.0,0.0,0.0,0,0.0
378992.97,20817.0,0.0,2824674.08,3203667.05,0,-378992.96999999974
318738.99,20646.0,0.0,108693.67,427432.66,0,-318738.99
122363.61,10332.0,0.0,2253089.4,2375453.01,0,-122363.60999999987
145029.16,0.0,0.0,377126.48,522155.64,0,-145029.16000000003
140162.25,0.0,0.0,279167.7,419329.95,0,-140162.25
23715.07,18776.87,0.0,0.0,0.0,0,0.0
75987.34,0.0,0.0,292097.62,368084.95,0,-75987.33000000002
267612.19,22636.0,290248.19,1686430.16,1418817.97,0,267612.18999999994
8360.75,0.0,0.0,0.0,0.0,0,0.0
143963.11,0.0,0.0,11154493.77,11298456.88,0,-143963.11000000127
143114.75,25591748.33,25734863.08,469426.51,326311.76,0,143114.75
207918.1,1050179.99,1258098.09,351463.09,143545.0,0,207918.09000000003
57695.35,51.0,0.0,153877.17,211572.52,0,-57695.34999999998
12460.31,1376.0,0.0,0.0,0.0,0,0.0
52551.05,2000991.33,2053542.38,834048.33,781497.28,0,52551.04999999993
56449.99,104427.02,47977.03,192809.72,249259.71,0,-56449.98999999999
16532.0,0.0,0.0,0.0,0.0,0,0.0
148331.79,475903.82,327572.03,61167.64,209499.44,0,-148331.8
5021.82,64831.0,59809.18,0.0,0.0,0,0.0
195002.03,0.0,0.0,236462.56,431464.59,0,-195002.03000000003
100099.26,10005.0,0.0,4189905.71,4290004.97,0,-100099.25999999978
120193.92,41797.0,0.0,0.0,120193.92,0,-120193.92
8452.42,0.0,0.0,0.0,0.0,0,0.0
4126119.93,344527.0,0.0,446963.89,4573083.81,0,-4126119.9199999995
40925.8,34424.0,0.0,0.0,0.0,0,0.0
44871.04,41272.0,0.0,0.0,0.0,0,0.0
233176.05,1147528.71,1380704.76,550144.16,316968.11,0,233176.05000000005
10503.54,0.0,0.0,0.0,0.0,0,0.0
11500.21,2001427.04,2012927.25,2416331.82,2404831.61,0,11500.209999999963
58148.24,533764.0,475615.76,11043.65,69191.89,0,-58148.24
29475.22,16010.0,0.0,57237.02,86712.23,0,-29475.21
303337.36,10445.0,313782.36,334579.67,31242.31,0,303337.36
63328.89,30763.0,0.0,7712846.43,7776175.32,0,-63328.890000000596
298903.91,0.0,0.0,9066528.27,9172364.74,0,-105836.47000000067
148433.99,179171.07,30737.08,1977523.36,2125957.35,0,-148433.99
136777.48,3107370.08,3244147.56,407041.19,270263.71,0,136777.47999999998
177095.18,558320.0,381224.82,1068329.59,1245424.77,0,-177095.17999999993
190472.15,12127.0,0.0,54466.26,244938.41,0,-190472.15
29707.73,11512446.86,11542154.59,47771.23,18063.5,0,29707.730000000003
178844.4,0.0,0.0,672401.4,851245.8,0,-178844.40000000002
124911.67,101111.0,226022.67,56236.36,0.0,0,56236.36
13589.33,0.0,0.0,0.0,0.0,0,0.0
97301.71,31239.0,0.0,36857953.61,36955255.33,0,-97301.71999999881
181162.39,7396840.47,7578002.87,400008.3,218845.9,0,181162.4
105621.61,25024811.37,25130432.98,2360361.22,2254739.61,0,105621.61000000034
147943.65,7062.0,0.0,0.0,147943.65,0,-147943.65
380803.25,61171.0,441974.25,215079.66,0.0,0,215079.66
361.53,0.0,0.0,0.0,0.0,0,0.0
364810.85,2318126.43,2682937.28,9940322.17,9204546.58,0,735775.5899999999
45045.18,512205.0,557250.18,0.0,0.0,0,0.0
609216.86,15281.0,0.0,0.0,609216.86,0,-609216.86
147973.64,0.0,0.0,657197.05,805170.69,0,-147973.6399999999
8363.79,21153.0,12789.21,0.0,0.0,0,0.0
44326.32,900.0,0.0,0.0,44326.32,0,-44326.32
42441.15,23919.0,66360.15,30865.74,0.0,0,30865.74
62545.94,0.0,0.0,605699.22,668245.16,0,-62545.94000000006
18492.44,726.0,0.0,0.0,0.0,0,0.0
13755.82,243465.86,229710.04,0.0,0.0,0,0.0
15330.4,747.0,0.0,0.0,0.0,0,0.0
76188.59,10926.0,0.0,286138.53,362327.13,0,-76188.59999999998
324049.09,258403.0,0.0,334966.91,947219.25,0,-612252.3400000001
15785.4,25046.0,9260.6,0.0,0.0,0,0.0
180064.21,14857.0,0.0,375301.31,555365.52,0,-180064.21000000002
134423.79,0.0,0.0,1278805.88,1413229.66,0,-134423.78000000003
7927.43,363.0,8290.43,200156.9,192229.47,0,7927.429999999993
154692.67,0.0,0.0,4580030.78,4734723.45,0,-154692.66999999993
34056.36,60626.0,26569.64,1715876.24,1749932.59,0,-34056.35000000009
403549.93,0.0,0.0,2377869.68,2781419.61,0,-403549.9299999997
9432.14,19905.0,10472.86,0.0,0.0,0,0.0
23766.59,111026.0,87259.41,0.0,0.0,0,0.0
402018.27,11328.0,0.0,2871801.44,3273819.71,0,-402018.27
59531.1,14089.84,0.0,0.0,0.0,0,0.0
498.58,0.0,0.0,0.0,0.0,0,0.0
100390.56,86584.0,186974.56,0.0,0.0,0,0.0
3645.73,0.0,0.0,0.0,0.0,0,0.0
620587.36,0.0,0.0,1152392.76,1589954.17,0,-437561.4099999999
199757.83,9294672.37,9494430.19,447852.96,248095.14,0,199757.82
223811.3,11364.0,0.0,1420154.16,1643965.46,0,-223811.30000000005
1294.83,0.0,0.0,0.0,0.0,0,0.0
1090.53,34815.0,33724.47,0.0,0.0,0,0.0
628302.04,10822.0,0.0,0.0,628302.04,0,-628302.04
147185.6,15491.0,0.0,0.0,147185.6,0,-147185.6
188446.12,5142901.58,5331347.7,508494.47,320048.35,0,188446.12
155905.17,8970.73,0.0,2006093.92,2161999.09,0,-155905.16999999993
22568.34,176429.56,153861.22,0.0,0.0,0,0.0
152261.91,342.0,0.0,0.0,152261.91,0,-152261.91
346868.99,389.0,347257.99,399648.82,52779.83,0,346868.99
259959.84,43471.0,0.0,493781.22,753741.06,0,-259959.84000000008
6067.01,9649081.5,9655148.51,155559.4,149492.39,0,6067.00999999998
1957.81,90.0,0.0,0.0,0.0,0,0.0
32998.72,20292.0,0.0,3020059.55,3053058.27,0,-32998.720000000205
8075.25,10041.22,1965.97,0.0,0.0,0,0.0
5929.29,276329.72,270400.42,0.0,0.0,0,0.0
100384.08,69867.0,0.0,5355836.71,5456220.8,0,-100384.08999999985
15395.66,0.0,0.0,0.0,0.0,0,0.0
258.55,317573.35,317314.8,0.0,0.0,0,0.0
216380.5,16104.0,232484.5,0.0,0.0,0,0.0
11441.61,47651.0,36209.39,0.0,0.0,0,0.0
70643.9,203761.0,274404.9,0.0,0.0,0,0.0
90548.09,22149.0,0.0,0.0,28502.44,0,-28502.44
166.91,10093.0,9926.09,0.0,0.0,0,0.0
492822.46,0.0,0.0,1052295.77,1545118.23,0,-492822.45999999996
51769.46,10643.0,0.0,0.0,0.0,0,0.0
248823.52,5174.0,0.0,1007073.21,1255896.73,0,-248823.52000000002
11453.59,0.0,0.0,0.0,0.0,0,0.0
164464.11,64874.0,0.0,575339.81,739803.92,0,-164464.11
75297.9,1911996.06,1987293.96,8300575.56,8225277.65,0,75297.90999999922
171697.74,12439366.98,12611064.72,1769872.35,1598174.61,0,171697.74
123197.02,120.0,123317.02,7522335.72,7399138.7,0,123197.01999999955
12431.61,1934.0,0.0,0.0,0.0,0,0.0
291331.72,124512.0,415843.72,0.0,0.0,0,0.0
345144.58,499063.0,153918.42,10974.0,12557.52,0,-1583.5200000000004
806863.3,806863.3,0.0,2344186.16,3151049.45,1,-806863.29
761.48,0.0,0.0,0.0,0.0,0,0.0
1523.38,67585.0,66061.62,46850.59,48373.97,0,-1523.3800000000047
43159.01,9670.0,0.0,20614518.69,20657677.7,0,-43159.009999997914
176461.36,0.0,0.0,1317008.16,1493469.53,0,-176461.3700000001
2541.55,10496.94,7955.39,0.0,0.0,0,0.0
183698.96,2992343.22,3176042.18,6220149.35,6036450.39,0,183698.95999999996
9698.49,52583.0,42884.51,0.0,0.0,0,0.0
237692.31,10587.0,0.0,0.0,237692.31,0,-237692.31
110101.1,21308.0,131409.1,72149.85,0.0,0,72149.85
135249.4,2049.0,0.0,289514.75,424764.16,0,-135249.40999999997
